,Bins1,Bins2,Name,Numbers1,Numbers2
16,"[  2.56022631e-02   1.11624256e+00   2.20688285e+00   3.29752314e+00
   4.38816344e+00   5.47880373e+00   6.56944402e+00   7.66008432e+00
   8.75072461e+00   9.84136490e+00   1.09320052e+01   1.20226455e+01
   1.31132858e+01   1.42039261e+01   1.52945664e+01   1.63852067e+01
   1.74758470e+01   1.85664873e+01   1.96571275e+01   2.07477678e+01
   2.18384081e+01   2.29290484e+01   2.40196887e+01   2.51103290e+01
   2.62009693e+01   2.72916096e+01   2.83822499e+01   2.94728902e+01
   3.05635305e+01   3.16541708e+01   3.27448111e+01]","[   32.74481107   162.97053755   293.19626402   423.4219905    553.64771698
   683.87344346   814.09916993   944.32489641  1074.55062289  1204.77634937
  1335.00207584  1465.22780232  1595.4535288   1725.67925528  1855.90498175
  1986.13070823  2116.35643471  2246.58216119  2376.80788766  2507.03361414
  2637.25934062  2767.4850671   2897.71079357  3027.93652005  3158.16224653
  3288.38797301  3418.61369948  3548.83942596  3679.06515244  3809.29087892]",North_America_AREA,"[ 251.  596.  852.  830.  758.  551.  436.  384.  362.  305.  266.  245.
  211.  194.  118.  154.  132.  107.  106.  101.   70.   85.   37.   75.
   67.   52.   36.   44.   27.   25.]","[  1.05800000e+03   1.24000000e+02   5.00000000e+01   4.00000000e+01
   1.90000000e+01   1.10000000e+01   4.00000000e+00   6.00000000e+00
   6.00000000e+00   8.00000000e+00   9.00000000e+00   0.00000000e+00
   1.00000000e+00   1.00000000e+00   1.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   5.00000000e+00   1.00000000e+00
   0.00000000e+00   1.00000000e+00   0.00000000e+00   1.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00]"
17,"[  1.75327035e-01   1.09223065e+03   2.18428597e+03   3.27634129e+03
   4.36839660e+03   5.46045192e+03   6.55250724e+03   7.64456256e+03
   8.73661788e+03   9.82867320e+03   1.09207285e+04   1.20127838e+04
   1.31048392e+04   1.41968945e+04   1.52889498e+04   1.63810051e+04
   1.74730604e+04   1.85651158e+04   1.96571711e+04   2.07492264e+04
   2.18412817e+04   2.29333370e+04   2.40253924e+04   2.51174477e+04
   2.62095030e+04   2.73015583e+04   2.83936136e+04   2.94856690e+04
   3.05777243e+04   3.16697796e+04   3.27618349e+04]","[  3.27618349e+04   5.07956858e+06   1.01263753e+07   1.51731821e+07
   2.02199888e+07   2.52667956e+07   3.03136023e+07   3.53604090e+07
   4.04072158e+07   4.54540225e+07   5.05008293e+07   5.55476360e+07
   6.05944428e+07   6.56412495e+07   7.06880562e+07   7.57348630e+07
   8.07816697e+07   8.58284765e+07   9.08752832e+07   9.59220900e+07
   1.00968897e+08   1.06015703e+08   1.11062510e+08   1.16109317e+08
   1.21156124e+08   1.26202930e+08   1.31249737e+08   1.36296544e+08
   1.41343351e+08   1.46390157e+08   1.51436964e+08]",North_America_Density,"[ 2717.  1731.  1015.   600.   439.   310.   267.   154.   150.   112.
   101.    94.    74.    68.    64.    47.    44.    46.    27.    39.
    46.    25.    29.    21.    21.    20.    20.    18.    22.    14.]","[ 485.    2.    0.    1.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.]"
18,"[  3.80000000e+01   2.04005773e+03   4.04211546e+03   6.04417319e+03
   8.04623092e+03   1.00482886e+04   1.20503464e+04   1.40524041e+04
   1.60544618e+04   1.80565196e+04   2.00585773e+04   2.20606350e+04
   2.40626927e+04   2.60647505e+04   2.80668082e+04   3.00688659e+04
   3.20709237e+04   3.40729814e+04   3.60750391e+04   3.80770968e+04
   4.00791546e+04   4.20812123e+04   4.40832700e+04   4.60853278e+04
   4.80873855e+04   5.00894432e+04   5.20915009e+04   5.40935587e+04
   5.60956164e+04   5.80976741e+04   6.00997319e+04]","[    60099.73186275    392144.30746732    724188.8830719    1056233.45867647
   1388278.03428105   1720322.60988562   2052367.1854902    2384411.76109477
   2716456.33669935   3048500.91230392   3380545.4879085    3712590.06351307
   4044634.63911765   4376679.21472222   4708723.7903268    5040768.36593137
   5372812.94153595   5704857.51714052   6036902.0927451    6368946.66834967
   6700991.24395425   7033035.81955882   7365080.3951634    7697124.97076797
   8029169.54637254   8361214.12197712   8693258.6975817    9025303.27318627
   9357347.84879084   9689392.42439542  10021436.99999999]",South_America_Population,"[ 354.  325.  322.  266.  249.  256.  253.  182.  166.  137.   98.   99.
   79.   79.   59.   50.   55.   54.   35.   32.   42.   26.   38.   26.
   29.   29.   25.   28.   23.   19.]","[ 556.   43.   19.    7.    6.    4.    2.    3.    0.    0.    0.    0.
    0.    0.    1.    0.    0.    1.    0.    0.    0.    1.    1.    0.
    0.    0.    0.    0.    0.    0.]"
19,"[  0.02560226   0.83029689   1.63499151   2.43968613   3.24438075
   4.04907537   4.85377      5.65846462   6.46315924   7.26785386
   8.07254848   8.87724311   9.68193773  10.48663235  11.29132697
  12.09602159  12.90071622  13.70541084  14.51010546  15.31480008
  16.1194947   16.92418933  17.72888395  18.53357857  19.33827319
  20.14296781  20.94766244  21.75235706  22.55705168  23.3617463
  24.16644092]","[   24.16644092   154.67811307   285.18978522   415.70145737   546.21312952
   676.72480167   807.23647382   937.74814597  1068.25981812  1198.77149027
  1329.28316241  1459.79483456  1590.30650671  1720.81817886  1851.32985101
  1981.84152316  2112.35319531  2242.86486746  2373.37653961  2503.88821176
  2634.3998839   2764.91155605  2895.4232282   3025.93490035  3156.4465725
  3286.95824465  3417.4699168   3547.98158895  3678.4932611   3809.00493325
  3939.51660539]",South_America_AREA,"[  64.   92.   98.  133.  106.   93.   87.   68.   48.   46.   37.   27.
   32.   23.   38.   15.   21.   43.   18.   13.    9.    4.    9.    6.
   11.   11.   14.    5.    2.    4.]","[ 167.   12.    4.   10.    1.    1.    0.    1.    0.    0.    2.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.]"
20,"[  1.57931399e+00   1.35224827e+03   2.70291722e+03   4.05358618e+03
   5.40425513e+03   6.75492408e+03   8.10559304e+03   9.45626199e+03
   1.08069309e+04   1.21575999e+04   1.35082689e+04   1.48589378e+04
   1.62096068e+04   1.75602757e+04   1.89109447e+04   2.02616136e+04
   2.16122826e+04   2.29629515e+04   2.43136205e+04   2.56642894e+04
   2.70149584e+04   2.83656273e+04   2.97162963e+04   3.10669653e+04
   3.24176342e+04   3.37683032e+04   3.51189721e+04   3.64696411e+04
   3.78203100e+04   3.91709790e+04   4.05216479e+04]","[    40521.6479353     396634.72468776    752747.80144021
   1108860.87819267   1464973.95494512   1821087.03169757
   2177200.10845003   2533313.18520248   2889426.26195494
   3245539.33870739   3601652.41545985   3957765.4922123    4313878.56896476
   4669991.64571721   5026104.72246966   5382217.79922212
   5738330.87597457   6094443.95272703   6450557.02947948
   6806670.10623193   7162783.18298439   7518896.25973684   7875009.3364893
   8231122.41324175   8587235.4899942    8943348.56674666
   9299461.64349911   9655574.72025157  10011687.79700402
  10367800.87375647  10723913.95050893]",South_America_Density,"[ 307.  159.  124.  117.   82.   66.   47.   55.   45.   31.   28.   25.
   25.   10.   20.   11.    8.    7.   10.    8.   11.    8.    9.    8.
    3.    5.    5.    5.    5.    7.]","[ 112.    4.    4.    0.    0.    0.    2.    0.    0.    0.    0.    0.
    0.    1.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    1.    0.    0.    0.]"
21,"[  7.00000000e+00   1.59741902e+03   3.18783804e+03   4.77825706e+03
   6.36867608e+03   7.95909511e+03   9.54951413e+03   1.11399331e+04
   1.27303522e+04   1.43207712e+04   1.59111902e+04   1.75016092e+04
   1.90920283e+04   2.06824473e+04   2.22728663e+04   2.38632853e+04
   2.54537043e+04   2.70441234e+04   2.86345424e+04   3.02249614e+04
   3.18153804e+04   3.34057994e+04   3.49962185e+04   3.65866375e+04
   3.81770565e+04   3.97674755e+04   4.13578945e+04   4.29483136e+04
   4.45387326e+04   4.61291516e+04   4.77195706e+04]","[    47719.5706336    1095478.85161248   2143238.13259136
   3190997.41357024   4238756.69454912   5286515.975528     6334275.25650688
   7382034.53748576   8429793.81846464   9477553.09944352  10525312.3804224
  11573071.66140128  12620830.94238016  13668590.22335904
  14716349.50433792  15764108.7853168   16811868.06629568
  17859627.34727456  18907386.62825345  19955145.90923233
  21002905.19021121  22050664.47119009  23098423.75216897
  24146183.03314785  25193942.31412673  26241701.59510561
  27289460.87608449  28337220.15706337  29384979.43804225
  30432738.71902113]",population_larger_0_Population,"[ 4070.  6077.  4782.  3221.  2164.  1980.  2186.  1981.  1564.  1391.
  1224.  1072.   958.   832.   822.   675.   631.   576.   503.   457.
   439.   411.   389.   355.   319.   305.   269.   259.   236.   233.]","[  7.35100000e+03   1.53000000e+02   3.80000000e+01   2.40000000e+01
   8.00000000e+00   3.00000000e+00   2.00000000e+00   6.00000000e+00
   3.00000000e+00   5.00000000e+00   2.00000000e+00   1.00000000e+00
   1.00000000e+00   1.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00]"
22,"[  9.50803602e-04   8.69947454e-01   1.73894410e+00   2.60794075e+00
   3.47693741e+00   4.34593406e+00   5.21493071e+00   6.08392736e+00
   6.95292401e+00   7.82192066e+00   8.69091731e+00   9.55991396e+00
   1.04289106e+01   1.12979073e+01   1.21669039e+01   1.30359006e+01
   1.39048972e+01   1.47738939e+01   1.56428905e+01   1.65118872e+01
   1.73808838e+01   1.82498805e+01   1.91188771e+01   1.99878738e+01
   2.08568704e+01   2.17258671e+01   2.25948637e+01   2.34638604e+01
   2.43328570e+01   2.52018537e+01   2.60708503e+01]","[   26.07085032   156.51904215   286.96723399   417.41542583   547.86361766
   678.3118095    808.76000133   939.20819317  1069.656385    1200.10457684
  1330.55276868  1461.00096051  1591.44915235  1721.89734418  1852.34553602
  1982.79372786  2113.24191969  2243.69011153  2374.13830336  2504.5864952
  2635.03468704  2765.48287887  2895.93107071  3026.37926254  3156.82745438
  3287.27564622  3417.72383805  3548.17202989  3678.62022172  3809.06841356]",population_larger_0_AREA,"[  436.   965.  1524.  1691.  1500.  1640.  1395.  1207.  1104.   976.
   913.   801.   736.   640.   559.   487.   574.   368.   306.   345.
   291.   279.   245.   265.   276.   224.   161.   183.   140.   200.]","[  3.42400000e+03   2.66000000e+02   8.00000000e+01   8.70000000e+01
   2.40000000e+01   4.70000000e+01   4.00000000e+00   9.00000000e+00
   1.00000000e+01   9.00000000e+00   1.50000000e+01   0.00000000e+00
   1.00000000e+00   2.00000000e+00   2.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   5.00000000e+00   2.00000000e+00
   0.00000000e+00   1.00000000e+00   0.00000000e+00   1.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00]"
23,"[  1.75327035e-01   8.72096626e+02   1.74401793e+03   2.61593923e+03
   3.48786052e+03   4.35978182e+03   5.23170312e+03   6.10362442e+03
   6.97554572e+03   7.84746702e+03   8.71938832e+03   9.59130962e+03
   1.04632309e+04   1.13351522e+04   1.22070735e+04   1.30789948e+04
   1.39509161e+04   1.48228374e+04   1.56947587e+04   1.65666800e+04
   1.74386013e+04   1.83105226e+04   1.91824439e+04   2.00543652e+04
   2.09262865e+04   2.17982078e+04   2.26701291e+04   2.35420504e+04
   2.44139717e+04   2.52858930e+04   2.61578143e+04]","[  2.61578143e+04   5.07318469e+06   1.01202116e+07   1.51672384e+07
   2.02142653e+07   2.52612922e+07   3.03083191e+07   3.53553460e+07
   4.04023728e+07   4.54493997e+07   5.04964266e+07   5.55434535e+07
   6.05904803e+07   6.56375072e+07   7.06845341e+07   7.57315610e+07
   8.07785879e+07   8.58256147e+07   9.08726416e+07   9.59196685e+07
   1.00966695e+08   1.06013722e+08   1.11060749e+08   1.16107776e+08
   1.21154803e+08   1.26201830e+08   1.31248857e+08   1.36295884e+08
   1.41342910e+08   1.46389937e+08   1.51436964e+08]",population_larger_0_Density,"[ 7758.  3905.  2310.  1481.  1086.   832.   634.   542.   455.   326.
   336.   250.   255.   226.   221.   191.   182.   156.   143.   138.
   121.   113.   110.    97.    96.   100.    77.    59.    66.    65.]","[  2.08000000e+03   8.00000000e+00   1.00000000e+00   1.00000000e+00
   0.00000000e+00   1.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00]"
24,"[ 100023.          111210.03680181  122397.07360363  133584.11040544
  144771.14720726  155958.18400907  167145.22081089  178332.2576127
  189519.29441452  200706.33121633  211893.36801815  223080.40481996
  234267.44162177  245454.47842359  256641.5152254   267828.55202722
  279015.58882903  290202.62563085  301389.66243266  312576.69923448
  323763.73603629  334950.77283811  346137.80963992  357324.84644174
  368511.88324355  379698.92004536  390885.95684718  402072.99364899
  413260.03045081  424447.06725262  435634.10405444]","[   435634.10405444   1470462.90058596   2505291.69711747
   3540120.49364899   4574949.29018051   5609778.08671203
   6644606.88324355   7679435.67977507   8714264.47630659
   9749093.27283811  10783922.06936963  11818750.86590114
  12853579.66243266  13888408.45896418  14923237.2554957   15958066.05202722
  16992894.84855874  18027723.64509026  19062552.44162177
  20097381.23815329  21132210.03468481  22167038.83121632
  23201867.62774784  24236696.42427936  25271525.22081088
  26306354.01734239  27341182.81387391  28376011.61040543
  29410840.40693694  30445669.20346846  31480497.99999998]",population_larger_100000_Population,"[ 378.  296.  288.  204.  193.  138.  126.  134.  114.   97.   76.   74.
   68.   77.   45.   38.   47.   40.   43.   51.   35.   36.   29.   32.
   26.   21.   25.   22.   26.   20.]","[ 578.   68.   33.   19.    5.    4.    4.    4.    2.    5.    3.    1.
    0.    1.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.]"
25,"[  2.56022631e-02   1.93986310e+00   3.85412394e+00   5.76838478e+00
   7.68264562e+00   9.59690646e+00   1.15111673e+01   1.34254281e+01
   1.53396890e+01   1.72539498e+01   1.91682106e+01   2.10824715e+01
   2.29967323e+01   2.49109932e+01   2.68252540e+01   2.87395148e+01
   3.06537757e+01   3.25680365e+01   3.44822974e+01   3.63965582e+01
   3.83108190e+01   4.02250799e+01   4.21393407e+01   4.40536015e+01
   4.59678624e+01   4.78821232e+01   4.97963841e+01   5.17106449e+01
   5.36249057e+01   5.55391666e+01   5.74534274e+01]","[   57.45342742   186.85553335   316.25763928   445.65974521   575.06185115
   704.46395708   833.86606301   963.26816894  1092.67027488  1222.07238081
  1351.47448674  1480.87659267  1610.27869861  1739.68080454  1869.08291047
  1998.48501641  2127.88712234  2257.28922827  2386.6913342   2516.09344014
  2645.49554607  2774.897652    2904.29975793  3033.70186387  3163.1039698
  3292.50607573  3421.90818166  3551.3102876   3680.71239353  3810.11449946
  3939.51660539]",population_larger_100000_AREA,"[ 216.  413.  392.  284.  207.  178.  146.  103.   95.   67.   59.   55.
   50.   64.   43.   34.   32.   32.   37.   17.   32.   23.   23.   19.
   26.   17.   25.   16.   12.   17.]","[ 443.   94.   45.   30.    9.    6.    7.    2.    4.    2.    5.    0.
    1.    1.    1.    0.    0.    0.    1.    2.    0.    1.    0.    1.
    0.    0.    0.    0.    0.    0.]"
26,"[  3.18391855e+01   5.04334424e+03   1.00548493e+04   1.50663543e+04
   2.00778594e+04   2.50893645e+04   3.01008695e+04   3.51123746e+04
   4.01238796e+04   4.51353847e+04   5.01468897e+04   5.51583948e+04
   6.01698998e+04   6.51814049e+04   7.01929099e+04   7.52044150e+04
   8.02159200e+04   8.52274251e+04   9.02389301e+04   9.52504352e+04
   1.00261940e+05   1.05273445e+05   1.10284950e+05   1.15296455e+05
   1.20307960e+05   1.25319466e+05   1.30330971e+05   1.35342476e+05
   1.40353981e+05   1.45365486e+05   1.50376991e+05]","[  1.50376991e+05   5.19326323e+06   1.02361495e+07   1.52790357e+07
   2.03219219e+07   2.53648082e+07   3.04076944e+07   3.54505807e+07
   4.04934669e+07   4.55363531e+07   5.05792394e+07   5.56221256e+07
   6.06650119e+07   6.57078981e+07   7.07507843e+07   7.57936706e+07
   8.08365568e+07   8.58794430e+07   9.09223293e+07   9.59652155e+07
   1.01008102e+08   1.06050988e+08   1.11093874e+08   1.16136760e+08
   1.21179647e+08   1.26222533e+08   1.31265419e+08   1.36308305e+08
   1.41351192e+08   1.46394078e+08]",population_larger_100000_Density,"[ 670.  369.  320.  254.  220.  190.  159.  113.  133.   87.   65.   56.
   64.   40.   43.   33.   34.   27.   30.   19.   10.   22.   15.   18.
   12.   17.    9.    9.   12.    9.]","[ 321.    8.    1.    1.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
    0.    0.    0.    0.    0.]"
27,"[  501175.           536044.31026882   570913.62053763   605782.93080645
   640652.24107527   675521.55134409   710390.8616129    745260.17188172
   780129.48215054   814998.79241935   849868.10268817   884737.41295699
   919606.72322581   954476.03349462   989345.34376344  1024214.65403226
  1059083.96430108  1093953.27456989  1128822.58483871  1163691.89510753
  1198561.20537634  1233430.51564516  1268299.82591398  1303169.1361828
  1338038.44645161  1372907.75672043  1407777.06698925  1442646.37725806
  1477515.68752688  1512384.9977957   1547254.30806452]","[  1547254.30806452   2545029.0977957    3542803.88752688
   4540578.67725806   5538353.46698925   6536128.25672043
   7533903.04645161   8531677.8361828    9529452.62591398
  10527227.41564516  11525002.20537634  12522776.99510752
  13520551.78483871  14518326.57456989  15516101.36430107
  16513876.15403225  17511650.94376343  18509425.73349462  19507200.5232258
  20504975.31295698  21502750.10268816  22500524.89241935
  23498299.68215053  24496074.47188171  25493849.26161289
  26491624.05134407  27489398.84107526  28487173.63080644
  29484948.42053762  30482723.2102688   31480497.99999999]",population_larger_500000_Population,"[ 44.  42.  49.  26.  28.  21.  23.  29.  16.  13.  13.  12.   8.  14.  13.
   9.  12.   9.  10.   9.  11.  11.   8.   3.   7.  14.  11.   5.   3.   6.]","[ 63.  29.  19.   5.   4.   3.   4.   3.   5.   2.   1.   1.   0.   1.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.]"
28,"[  2.56022631e-02   3.65435214e+00   7.28310202e+00   1.09118519e+01
   1.45406018e+01   1.81693517e+01   2.17981015e+01   2.54268514e+01
   2.90556013e+01   3.26843512e+01   3.63131010e+01   3.99418509e+01
   4.35706008e+01   4.71993507e+01   5.08281006e+01   5.44568504e+01
   5.80856003e+01   6.17143502e+01   6.53431001e+01   6.89718499e+01
   7.26005998e+01   7.62293497e+01   7.98580996e+01   8.34868495e+01
   8.71155993e+01   9.07443492e+01   9.43730991e+01   9.80018490e+01
   1.01630599e+02   1.05259349e+02   1.08888099e+02]","[  108.88809861   236.5757155    364.26333239   491.95094929   619.63856618
   747.32618307   875.01379997  1002.70141686  1130.38903375  1258.07665064
  1385.76426754  1513.45188443  1641.13950132  1768.82711822  1896.51473511
  2024.202352    2151.88996889  2279.57758579  2407.26520268  2534.95281957
  2662.64043647  2790.32805336  2918.01567025  3045.70328714  3173.39090404
  3301.07852093  3428.76613782  3556.45375472  3684.14137161  3811.8289885
  3939.51660539]",population_larger_500000_AREA,"[ 120.  108.   60.   50.   41.   32.   32.   25.   19.   23.   13.   16.
   16.   10.    6.    5.    8.   10.    9.    8.    5.    3.    5.    7.
    3.    1.    4.    1.    5.    5.]","[ 75.  27.  29.   8.   5.   4.   6.   1.   2.   1.   2.   0.   1.   1.   1.
   0.   0.   0.   0.   1.   0.   1.   0.   1.   0.   0.   0.   0.   0.   0.]"
29,"[  2.83282712e+02   1.60520067e+04   3.18207307e+04   4.75894547e+04
   6.33581787e+04   7.91269026e+04   9.48956266e+04   1.10664351e+05
   1.26433075e+05   1.42201799e+05   1.57970523e+05   1.73739247e+05
   1.89507971e+05   2.05276695e+05   2.21045419e+05   2.36814143e+05
   2.52582867e+05   2.68351590e+05   2.84120314e+05   2.99889038e+05
   3.15657762e+05   3.31426486e+05   3.47195210e+05   3.62963934e+05
   3.78732658e+05   3.94501382e+05   4.10270106e+05   4.26038830e+05
   4.41807554e+05   4.57576278e+05   4.73345002e+05]","[  4.73345002e+05   5.50546564e+06   1.05375863e+07   1.55697069e+07
   2.06018276e+07   2.56339482e+07   3.06660688e+07   3.56981895e+07
   4.07303101e+07   4.57624307e+07   5.07945514e+07   5.58266720e+07
   6.08587927e+07   6.58909133e+07   7.09230339e+07   7.59551546e+07
   8.09872752e+07   8.60193958e+07   9.10515165e+07   9.60836371e+07
   1.01115758e+08   1.06147878e+08   1.11179999e+08   1.16212120e+08
   1.21244240e+08   1.26276361e+08   1.31308482e+08   1.36340602e+08
   1.41372723e+08   1.46404844e+08   1.51436964e+08]",population_larger_500000_Density,"[ 202.  119.   93.   49.   30.   30.   21.   16.   20.   13.   12.   17.
    8.   14.    9.    9.    5.    4.    8.    8.    3.    7.    3.    4.
    2.    4.    5.    6.    4.    2.]","[ 80.   7.   2.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.]"
30,"[ 1001553.          1054994.48040621  1108435.96081243  1161877.44121864
  1215318.92162485  1268760.40203106  1322201.88243728  1375643.36284349
  1429084.8432497   1482526.32365591  1535967.80406213  1589409.28446834
  1642850.76487455  1696292.24528076  1749733.72568698  1803175.20609319
  1856616.6864994   1910058.16690562  1963499.64731183  2016941.12771804
  2070382.60812425  2123824.08853047  2177265.56893668  2230707.04934289
  2284148.5297491   2337590.01015532  2391031.49056153  2444472.97096774
  2497914.45137395  2551355.93178017  2604797.41218638]","[  2604797.41218638   3567320.7651135    4529844.11804062
   5492367.47096774   6454890.82389486   7417414.17682198   8379937.5297491
   9342460.88267622  10304984.23560334  11267507.58853046
  12230030.94145758  13192554.2943847   14155077.64731183
  15117601.00023895  16080124.35316607  17042647.70609319
  18005171.05902031  18967694.41194743  19930217.76487456
  20892741.11780168  21855264.4707288   22817787.82365592
  23780311.17658304  24742834.52951017  25705357.88243729
  26667881.23536441  27630404.58829153  28592927.94121866
  29555451.29414578  30517974.6470729 ]",population_larger_1000000_Population,"[ 19.  13.  18.  17.  14.  11.   8.  19.  11.   6.   7.   7.   2.   6.   1.
   5.   6.   3.   4.   5.   1.   1.   5.   0.   1.   2.   3.   1.   6.   1.]","[ 29.  17.   5.   3.   2.   6.   3.   2.   5.   1.   1.   0.   1.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.]"
31,"[  2.56022631e-02   4.71110085e+00   9.39659944e+00   1.40820980e+01
   1.87675966e+01   2.34530952e+01   2.81385938e+01   3.28240924e+01
   3.75095910e+01   4.21950896e+01   4.68805881e+01   5.15660867e+01
   5.62515853e+01   6.09370839e+01   6.56225825e+01   7.03080811e+01
   7.49935797e+01   7.96790783e+01   8.43645768e+01   8.90500754e+01
   9.37355740e+01   9.84210726e+01   1.03106571e+02   1.07792070e+02
   1.12477568e+02   1.17163067e+02   1.21848566e+02   1.26534064e+02
   1.31219563e+02   1.35905061e+02   1.40590560e+02]","[  140.5905599    267.22142808   393.85229627   520.48316445   647.11403263
   773.74490082   900.375769    1027.00663718  1153.63750537  1280.26837355
  1406.89924173  1533.53010992  1660.1609781   1786.79184628  1913.42271447
  2040.05358265  2166.68445083  2293.31531901  2419.9461872   2546.57705538
  2673.20792356  2799.83879175  2926.46965993  3053.10052811  3179.7313963
  3306.36226448  3432.99313266  3559.62400085  3686.25486903  3812.88573721]",population_larger_1000000_AREA,"[ 68.  49.  28.  21.  20.  11.  10.  11.   8.   8.  10.   1.   8.   9.   9.
   4.   3.   5.   5.   0.   2.   1.   1.   4.   5.   0.   3.   1.   3.   2.]","[ 32.  11.  16.   6.   3.   2.   3.   0.   1.   1.   1.   0.   2.   0.   1.
   0.   0.   0.   0.   1.   0.   1.   0.   0.   0.   0.   0.   0.   0.]"
32,"[    853.9202473    27814.04281249   54774.16537769   81734.28794288
  108694.41050807  135654.53307327  162614.65563846  189574.77820365
  216534.90076885  243495.02333404  270455.14589923  297415.26846443
  324375.39102962  351335.51359482  378295.63616001  405255.7587252
  432215.8812904   459176.00385559  486136.12642078  513096.24898598
  540056.37155117  567016.49411636  593976.61668156  620936.73924675
  647896.86181194  674856.98437714  701817.10694233  728777.22950752
  755737.35207272  782697.47463791  809657.5972031 ]","[  8.09657597e+05   5.83056782e+06   1.08514780e+07   1.58723883e+07
   2.08932985e+07   2.59142087e+07   3.09351189e+07   3.59560291e+07
   4.09769393e+07   4.59978496e+07   5.10187598e+07   5.60396700e+07
   6.10605802e+07   6.60814904e+07   7.11024007e+07   7.61233109e+07
   8.11442211e+07   8.61651313e+07   9.11860415e+07   9.62069517e+07
   1.01227862e+08   1.06248772e+08   1.11269682e+08   1.16290593e+08
   1.21311503e+08   1.26332413e+08   1.31353323e+08   1.36374233e+08
   1.41395144e+08   1.46416054e+08   1.51436964e+08]",population_larger_1000000_Density,"[ 113.   66.   27.   19.   13.   11.   13.   13.    6.    4.    4.    5.
    6.    5.    4.    6.    7.    1.    2.    3.    5.    3.    0.    3.
    1.    2.    0.    3.    4.    1.]","[ 36.   4.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.]"
33,"[  0.86055269   1.29200337   1.72345406   2.15490474   2.58635543
   3.01780611   3.4492568    3.88070748   4.31215817   4.74360885
   5.17505954   5.60651022   6.03796091   6.46941159   6.90086228
   7.33231296   7.76376365   8.19521433   8.62666502   9.05811571
   9.48956639   9.92101708  10.35246776  10.78391845  11.21536913
  11.64681982  12.0782705   12.50972119  12.94117187  13.37262256
  13.80407324]","[   13.80407324   145.33048373   276.85689421   408.3833047    539.90971518
   671.43612567   802.96253615   934.48894664  1066.01535713  1197.54176761
  1329.0681781   1460.59458858  1592.12099907  1723.64740955  1855.17382004
  1986.70023052  2118.22664101  2249.75305149  2381.27946198  2512.80587246
  2644.33228295  2775.85869343  2907.38510392  3038.91151441  3170.43792489
  3301.96433538  3433.49074586  3565.01715635  3696.54356683  3828.06997732
  3959.5963878 ]",world area analysis after raster convertion_AREA,"[ 4063.  2052.  1884.  1425.  1924.  1442.  1341.  1755.  1469.   956.
  1435.  1152.   979.  1007.  1051.   805.   733.   756.   738.   657.
   624.   551.   539.   428.   445.   366.   452.   384.   332.   299.]","[  7.47300000e+03   1.82000000e+02   5.70000000e+01   4.10000000e+01
   7.00000000e+00   1.00000000e+01   7.00000000e+00   8.00000000e+00
   3.00000000e+00   5.00000000e+00   4.00000000e+00   3.00000000e+00
   2.00000000e+00   1.00000000e+00   1.00000000e+00   1.00000000e+00
   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00
   0.00000000e+00   2.00000000e+00   1.00000000e+00   0.00000000e+00
   1.00000000e+00   0.00000000e+00   1.00000000e+00   1.00000000e+00
   0.00000000e+00   0.00000000e+00]"
